Account length,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Churn
139,0,165,132,28.05,249.7,86,21.22,170.3,128,FALSE
126,0,228.7,102,38.88,168.7,99,14.34,223.5,100,FALSE
122,0,107.9,88,18.34,235.8,109,20.04,228.6,119,FALSE
139,0,221.3,140,37.62,157.8,89,13.41,192.5,89,FALSE
95,0,141.1,84,23.99,211.4,108,17.97,103.7,127,FALSE
80,31,166.4,92,28.29,238.3,74,20.26,150.7,84,FALSE
131,28,249.6,87,42.43,227.2,138,19.31,239.9,92,FALSE
36,0,178.6,83,30.36,213.1,103,18.11,198,119,FALSE
180,0,139,96,23.63,224.9,64,19.12,170.8,118,FALSE
25,0,134.3,98,22.83,202.3,109,17.2,195.9,100,FALSE
113,0,215.9,93,36.7,240.1,85,20.41,156.7,123,FALSE
88,31,181.6,91,30.87,213.2,120,18.12,207.8,104,FALSE
120,0,178.4,97,30.33,168.3,113,14.31,120.5,93,FALSE
74,0,106.4,84,18.09,140.2,104,11.92,90.9,81,FALSE
109,0,170.7,101,29.02,240.2,82,20.42,119,112,FALSE
162,33,184.5,139,31.37,183.2,78,15.57,127.4,106,FALSE
124,37,161.2,109,27.4,204.2,79,17.36,231.5,87,FALSE
177,0,84.9,77,14.43,257.5,109,21.89,210.5,66,FALSE
91,0,217.9,71,37.04,230.1,116,19.56,232.1,110,FALSE
105,0,270.9,98,46.05,226.2,110,19.23,178.8,60,TRUE
24,0,243,91,41.31,183.9,77,15.63,184.3,109,TRUE
48,0,128.2,71,21.79,48.1,78,4.09,116.3,80,FALSE
86,0,126.3,115,21.47,168.8,112,14.35,154.6,95,FALSE
163,0,178.7,56,30.38,215.7,79,18.33,152.7,84,FALSE
91,0,159,109,27.03,255.1,142,21.68,82.4,73,FALSE
56,0,150.9,79,25.65,161.8,87,13.75,167.7,115,FALSE
147,24,219.9,118,37.38,208.5,116,17.72,352.5,111,FALSE
64,0,168,116,28.56,192.4,94,16.35,166.5,98,FALSE
108,34,162.1,83,27.56,171.8,117,14.6,259.8,76,TRUE
159,0,198.8,107,33.8,195.5,91,16.62,213.3,120,FALSE
136,0,256.8,90,43.66,230.1,104,19.56,143.6,82,FALSE
116,35,182.8,122,31.08,212.7,119,18.08,193.8,103,FALSE
45,38,196.8,92,33.46,254.2,108,21.61,261.8,85,FALSE
122,0,140.1,120,23.82,231.4,128,19.67,188.1,127,FALSE
138,0,194.3,83,33.03,189.9,97,16.14,232.2,102,FALSE
132,0,117.6,66,19.99,214,108,18.19,239.5,94,FALSE
101,0,193.7,108,32.93,186.6,98,15.86,223,100,FALSE
58,0,243.1,105,41.33,231.4,108,19.67,180.9,120,FALSE
81,0,145.4,132,24.72,129.3,91,10.99,186.4,109,FALSE
87,0,169.1,105,28.75,169.9,102,14.44,244.9,106,FALSE
116,0,229.3,93,38.98,184.5,111,15.68,168.2,91,FALSE
85,0,197.2,97,33.52,211.7,115,17.99,210.1,133,FALSE
62,33,186.4,84,31.69,201,136,17.09,286.7,103,TRUE
90,0,76.1,121,12.94,290.3,73,24.68,236.9,89,FALSE
98,0,162.8,65,27.68,185,109,15.73,219.5,104,FALSE
73,0,182.3,115,30.99,199.2,97,16.93,120.2,113,FALSE
107,0,194.4,83,33.05,247.8,84,21.06,245.4,93,FALSE
55,20,189.3,95,32.18,118.6,113,10.08,250.2,102,FALSE
76,22,160.1,107,27.22,168.7,136,14.34,23.2,102,FALSE
30,0,145,76,24.65,240.7,112,20.46,197.1,134,FALSE
157,0,220.7,105,37.52,119.3,127,10.14,165.1,113,FALSE
40,31,224.7,69,38.2,134.5,81,11.43,120.3,104,TRUE
72,0,147,79,24.99,162.3,103,13.8,162.9,80,FALSE
95,39,260.8,130,44.34,213.4,111,18.14,195.6,97,FALSE
42,0,155.4,127,26.42,164.1,45,13.95,157.7,128,FALSE
86,0,166.2,112,28.25,255.3,81,21.7,228.1,97,FALSE
131,0,211.8,115,36.01,260.5,102,22.14,144.2,96,FALSE
55,45,130.5,114,22.19,208.4,94,17.71,141.6,114,TRUE
74,0,162.7,102,27.66,292,105,24.82,183.3,80,FALSE
81,37,237.1,76,40.31,264.2,125,22.46,271.3,120,FALSE
81,0,166.2,102,28.25,217.6,112,18.5,220.2,68,FALSE
28,0,121.7,48,20.69,125.8,112,10.69,261.6,122,TRUE
111,0,176.4,62,29.99,201,124,17.09,150.4,138,FALSE
3,27,67.4,116,11.46,244,78,20.74,281.1,93,FALSE
51,0,229.7,129,39.05,336,104,28.56,192.8,128,TRUE
68,24,176,118,29.92,277.9,116,23.62,174.7,71,FALSE
163,0,247.7,77,42.11,269.5,108,22.91,167.3,82,TRUE
87,0,115.4,90,19.62,262.6,68,22.32,245.7,69,FALSE
58,0,112.2,95,19.07,209.6,108,17.82,260.9,78,TRUE
109,0,162.6,138,27.64,154,109,13.09,209.7,118,FALSE
111,0,229.4,107,39,214.1,99,18.2,289.6,95,FALSE
144,0,139.6,96,23.73,124.2,93,10.56,95.6,75,FALSE
135,0,263.8,66,44.85,251.3,116,21.36,200.1,112,TRUE
109,46,217.5,123,36.98,233.7,84,19.86,163.9,99,FALSE
107,14,114.3,132,19.43,199.8,91,16.98,194.7,74,FALSE
149,0,196.3,108,33.37,136.8,96,11.63,154.7,87,FALSE
56,0,253.2,95,43.04,188,116,15.98,142,133,FALSE
129,0,98,99,16.66,240.7,62,20.46,254.8,123,FALSE
92,0,249.4,118,42.4,211.5,95,17.98,169,116,FALSE
67,30,129.6,107,22.03,233,104,19.81,297,93,FALSE
120,0,221.3,106,37.62,267.6,98,22.75,111.5,80,FALSE
166,0,220.7,106,37.52,177.8,118,15.11,206.1,102,FALSE
66,0,87.6,76,14.89,262,111,22.27,184.6,125,FALSE
76,0,203.6,61,34.61,161.7,127,13.74,175.9,97,FALSE
79,0,213.6,110,36.31,234.9,121,19.97,229.6,157,FALSE
98,31,181.6,112,30.87,220.7,100,18.76,236.3,121,FALSE
141,22,215.4,123,36.62,328.7,98,27.94,160.5,89,FALSE
49,0,266.3,90,45.27,207.8,117,17.66,205,98,TRUE
46,0,199.2,111,33.86,175.1,83,14.88,210.6,84,FALSE
137,0,115,130,19.55,137.8,83,11.71,224,61,FALSE
171,0,270.5,69,45.99,230,112,19.55,136,111,TRUE
10,0,222.2,127,37.77,153.1,125,13.01,227.4,80,FALSE
88,0,61.9,78,10.52,262.6,114,22.32,212.5,110,FALSE
89,0,141.1,92,23.99,249.1,126,21.17,136,73,FALSE
82,0,189.2,81,32.16,184.4,117,15.67,255.8,83,TRUE
139,0,196,135,33.32,186,146,15.81,153,92,FALSE
87,0,171.6,119,29.17,205,107,17.43,170.6,114,FALSE
137,0,174,123,29.58,161.3,115,13.71,260.7,98,FALSE
45,0,78.6,106,13.36,187.3,110,15.92,184.2,111,TRUE
90,0,200.9,92,34.15,164.3,91,13.97,249,98,FALSE
103,0,141.3,123,24.02,253.6,87,21.56,215.8,96,FALSE
100,0,235.8,130,40.09,176,69,14.96,63.6,122,FALSE
110,0,185.1,100,31.47,165.1,88,14.03,111.6,104,FALSE
124,0,254.3,113,43.23,78.9,104,6.71,153.2,69,FALSE
10,0,183,103,31.11,214.8,77,18.26,206.4,73,FALSE
89,29,163.5,80,27.8,274.8,136,23.36,381.9,147,FALSE
121,0,207.9,98,35.34,210.5,96,17.89,109.6,114,FALSE
101,0,248.6,102,42.26,174.9,93,14.87,207.2,86,FALSE
103,31,185.4,105,31.52,197.6,126,16.8,147.1,110,FALSE
51,0,197.8,60,33.63,221,64,18.79,168.6,134,FALSE
2,0,132.1,42,22.46,138.9,88,11.81,192.6,119,TRUE
111,0,197.1,117,33.51,227.8,128,19.36,214,101,FALSE
118,0,154.6,112,26.28,184.2,105,15.66,217.4,102,FALSE
17,31,153.1,115,26.03,185.9,59,15.8,224.3,102,TRUE
130,0,211.2,119,35.9,231.1,120,19.64,220.9,80,FALSE
193,0,96.8,92,16.46,142.6,103,12.12,210.1,115,TRUE
114,0,172,145,29.24,276.4,101,23.49,193.7,100,FALSE
137,0,141.1,91,23.99,147.2,100,12.51,254.7,75,FALSE
185,29,151.1,121,25.69,244.7,88,20.8,154.4,91,FALSE
101,0,209.6,107,35.63,228.8,96,19.45,172.4,85,FALSE
95,32,247,109,41.99,125.6,91,10.68,226.5,90,FALSE
7,30,221.4,114,37.64,165.8,116,14.09,247,105,FALSE
126,0,321.3,99,54.62,167.9,93,14.27,193.6,106,TRUE
71,0,243.7,124,41.43,60,90,5.1,189,129,FALSE
124,0,251.5,85,42.76,214.2,98,18.21,186.1,71,FALSE
97,0,236.9,107,40.27,157.6,105,13.4,241,120,TRUE
28,0,159.7,79,27.15,216.7,131,18.42,206.7,116,FALSE
90,0,148.2,96,25.19,220.4,111,18.73,134.2,97,TRUE
190,0,150.9,86,25.65,268.6,129,22.83,179.9,73,FALSE
31,28,210.5,101,35.79,250.5,86,21.29,241.6,125,FALSE
52,24,170.9,71,29.05,201.4,80,17.12,159,124,FALSE
73,0,254.7,80,43.3,90.2,79,7.67,153.4,60,FALSE
111,0,284.4,89,48.35,157,113,13.35,242.8,91,TRUE
98,0,0,0,0,159.6,130,13.57,167.1,88,TRUE
106,0,133.7,45,22.73,187.8,107,15.96,181.9,89,TRUE
111,0,224.9,117,38.23,191.9,127,16.31,229.9,97,FALSE
59,0,151.8,98,25.81,209.9,92,17.84,266.9,86,FALSE
71,22,141.4,107,24.04,163,105,13.86,220,99,FALSE
55,0,285.7,124,48.57,230.9,106,19.63,230.7,140,TRUE
13,0,58.4,121,9.93,262.2,64,22.29,159,115,FALSE
136,16,90.4,105,15.37,201.3,109,17.11,227.1,115,FALSE
123,0,114.4,91,19.45,216.6,123,18.41,250.6,102,FALSE
105,0,147.7,103,25.11,222.7,78,18.93,163.5,102,FALSE
50,31,302.7,93,51.46,240.5,119,20.44,193.9,103,FALSE
118,0,136.1,120,23.14,204.2,103,17.36,228.2,90,FALSE
97,0,169.7,84,28.85,165.9,86,14.1,191.9,83,FALSE
51,0,227.2,89,38.62,194.4,106,16.52,243.4,126,FALSE
73,0,217.8,91,37.03,220.6,97,18.75,277.3,89,TRUE
35,0,124.2,102,21.11,123.9,115,10.53,135.7,100,FALSE
64,0,206.2,76,35.05,232.4,76,19.75,251.6,96,FALSE
63,0,132.9,122,22.59,67,62,5.7,160.4,121,FALSE
117,31,104.9,115,17.83,237.6,125,20.2,263.4,104,FALSE
115,0,245,97,41.65,250.7,75,21.31,270.2,124,TRUE
162,0,184.5,118,31.37,224,95,19.04,180.5,82,FALSE
89,0,89.5,66,15.22,179.3,104,15.24,225.1,116,FALSE
94,0,235.6,131,40.05,194.8,107,16.56,170.6,93,FALSE
129,0,186,127,31.62,262.3,96,22.3,98.9,63,FALSE
86,0,223.9,75,38.06,155.7,109,13.23,150.2,143,FALSE
96,0,179.5,125,30.52,162.3,139,13.8,264.5,133,FALSE
190,0,169.4,102,28.8,253.5,113,21.55,197.1,93,FALSE
80,0,118.1,90,20.08,144.3,77,12.27,225.1,86,FALSE
108,0,112,105,19.04,193.7,110,16.46,208.9,93,TRUE
97,32,168.4,129,28.63,225.9,97,19.2,191.8,95,FALSE
84,42,214.3,112,36.43,188.2,107,16,333.5,117,FALSE
65,0,245.7,139,41.77,241.9,113,20.56,285.3,117,TRUE
131,34,156.6,134,26.62,71,95,6.04,261.7,120,FALSE
58,43,142.8,96,24.28,272.3,100,23.15,193.4,105,FALSE
36,0,202.4,115,34.41,230.7,115,19.61,202,127,FALSE
54,0,116.8,119,19.86,123.1,123,10.46,217.5,101,FALSE
45,0,155.7,110,26.47,260.3,103,22.13,192.2,98,FALSE
125,39,236.1,107,40.14,289.2,110,24.58,175.4,107,FALSE
72,21,138.1,113,23.48,260.1,83,22.11,135.4,118,FALSE
141,0,51.9,108,8.82,162,83,13.77,223.5,115,FALSE
113,0,81.3,116,13.82,220.6,124,18.75,235.7,113,FALSE
20,35,171.5,98,29.16,153.1,127,13.01,165.6,125,FALSE
212,0,126,96,21.42,144.3,80,12.27,302.8,102,FALSE
99,0,197.2,127,33.52,156,92,13.26,204.1,99,FALSE
94,0,194.1,62,33,227.2,54,19.31,190.4,115,FALSE
40,0,115.7,105,19.67,127.8,113,10.86,107.5,91,FALSE
86,29,157.2,118,26.72,196.3,136,16.69,226.7,109,FALSE
101,0,269.7,85,45.85,207.6,86,17.65,214.2,107,TRUE
170,0,246.4,107,41.89,228.1,124,19.39,166.4,95,FALSE
105,0,227.4,121,38.66,268.5,89,22.82,143.3,82,FALSE
103,0,189.8,110,32.27,115.5,83,9.82,191.3,103,FALSE
140,27,188.9,124,32.11,160.9,102,13.68,197.7,100,FALSE
101,0,0,0,0,192.1,119,16.33,168.8,95,FALSE
98,19,110.5,87,18.79,227.8,97,19.36,243.6,84,FALSE
104,0,167.6,116,28.49,219.2,112,18.63,215.9,94,FALSE
115,0,132,90,22.44,197.5,75,16.79,175.8,114,FALSE
112,0,167.8,88,28.53,247.9,81,21.07,155.1,108,FALSE
70,0,213.4,86,36.28,204.7,77,17.4,256.6,101,FALSE
126,0,175.4,120,29.82,98.3,71,8.36,201.9,93,FALSE
87,39,82.6,113,14.04,224.4,63,19.07,163.6,88,FALSE
125,0,143.2,80,24.34,88.1,94,7.49,233.2,135,TRUE
86,0,125.5,139,21.34,269.8,93,22.93,235.8,110,FALSE
73,31,82.3,105,13.99,256.1,91,21.77,229.6,98,TRUE
232,0,165.6,104,28.15,195.9,115,16.65,118.3,77,FALSE
1,30,183.1,95,31.13,232.6,110,19.77,248.3,110,FALSE
133,0,162.1,91,27.56,212.1,94,18.03,260.4,78,FALSE
103,0,166.6,84,28.32,192.4,91,16.35,167.9,115,FALSE
131,24,135.9,60,23.1,233.2,78,19.82,210.6,121,FALSE
95,20,165.7,78,28.17,215.6,94,18.33,243.3,91,FALSE
182,0,176.1,90,29.94,174.9,106,14.87,234.7,134,FALSE
99,0,142.3,89,24.19,204.5,95,17.38,203.1,114,FALSE
27,0,177.6,121,30.19,296.8,92,25.23,192.9,106,FALSE
141,0,83.2,74,14.14,190.6,104,16.2,150.5,79,FALSE
29,37,235,101,39.95,183.3,79,15.58,139.8,106,FALSE
65,0,105.7,95,17.97,141.8,100,12.05,180.5,105,FALSE
81,0,149.4,68,25.4,171.9,98,14.61,214.5,97,TRUE
37,20,264.7,81,45,216.5,110,18.4,210.7,102,FALSE
107,31,160.3,45,27.25,221.5,70,18.83,261.6,109,FALSE
127,28,95.9,117,16.3,159.5,131,13.56,152.8,132,FALSE
78,0,140.7,77,23.92,195.2,114,16.59,252.9,107,FALSE
55,0,119.7,148,20.35,231.8,96,19.7,222.3,113,FALSE
86,30,99.9,84,16.98,263.5,125,22.4,254.7,90,FALSE
176,0,250.9,108,42.65,171.4,100,14.57,148.6,85,FALSE
96,0,200.6,117,34.1,289.5,120,24.61,98.3,95,FALSE
11,38,209.8,130,35.67,196.6,84,16.71,233,79,FALSE
48,34,198,70,33.66,273.7,121,23.26,217.9,71,FALSE
127,0,239.8,107,40.77,128.9,121,10.96,249.9,110,FALSE
63,0,164.5,75,27.97,147.9,118,12.57,252.7,97,FALSE
79,0,220.9,107,37.55,192.2,97,16.34,161,74,FALSE
47,37,112.8,150,19.18,243.9,97,20.73,178.7,112,FALSE
89,19,112.6,114,19.14,261.7,132,22.24,123.5,116,TRUE
83,26,226.4,117,38.49,234.7,97,19.95,133.6,82,FALSE
126,34,244.9,118,41.63,219.6,105,18.67,210.8,136,FALSE
60,0,203.2,99,34.54,235.8,131,20.04,224.9,112,FALSE
122,0,136.7,115,23.24,243.1,137,20.66,188.9,110,FALSE
136,0,152.6,97,25.94,208.9,85,17.76,119.1,99,FALSE
172,47,274.9,102,46.73,186.6,118,15.86,245,123,FALSE
102,0,195.7,116,33.27,209.1,87,17.77,201.1,73,TRUE
113,0,204.3,82,34.73,188.8,115,16.05,139.4,97,FALSE
79,0,222.3,99,37.79,146.2,82,12.43,275.6,82,FALSE
55,8,222.5,104,37.83,171.5,94,14.58,377.5,114,FALSE
111,28,128.8,104,21.9,157.3,52,13.37,147.4,76,FALSE
160,0,174.3,105,29.63,171.3,107,14.56,220.8,131,FALSE
110,0,242.5,110,41.23,162.3,140,13.8,184.1,86,FALSE
192,0,221.6,101,37.67,285.2,50,24.24,167.4,83,FALSE
93,0,114.3,100,19.43,221.1,103,18.79,126.3,88,FALSE
101,33,219.7,137,37.35,186.8,94,15.88,184.5,113,FALSE
77,0,144.9,136,24.63,151.3,115,12.86,252.4,73,FALSE
105,40,236.5,111,40.21,117,110,9.95,221.1,115,FALSE
133,44,174,80,29.58,209.4,113,17.8,224.1,87,TRUE
131,0,109.5,95,18.62,332.1,48,28.23,258.6,108,FALSE
106,33,81.6,120,13.87,235.6,85,20.03,150.9,113,FALSE
118,0,133.4,113,22.68,121,92,10.29,254.7,129,FALSE
125,0,137.1,94,23.31,209.8,83,17.83,238.4,114,FALSE
95,0,197,88,33.49,190.4,68,16.18,211.9,104,FALSE
80,0,198.1,160,33.68,156.7,87,13.32,182.1,76,FALSE
145,0,39.5,78,6.72,264.3,106,22.47,185.8,90,FALSE
37,0,199.5,107,33.92,207.5,110,17.64,83.9,123,FALSE
87,0,156.8,93,26.66,215.8,68,18.34,223.3,77,FALSE
69,0,183.4,85,31.18,237.6,100,20.2,228,94,FALSE
83,0,132.4,120,22.51,121.6,101,10.34,197.7,84,FALSE
195,0,63.2,108,10.74,220.2,88,18.72,184,99,FALSE
67,35,181.1,59,30.79,215.9,116,18.35,216.3,106,TRUE
75,27,117.5,102,19.98,206.8,127,17.58,194.4,114,FALSE
123,27,218.7,79,37.18,163.4,78,13.89,173.8,116,FALSE
41,41,207.3,95,35.24,137.3,120,11.67,115.7,74,FALSE
75,0,150.6,99,25.6,301.5,83,25.63,158.7,104,FALSE
76,0,273.3,66,46.46,263.6,121,22.41,165.2,84,TRUE
86,0,266.1,120,45.24,182,92,15.47,206.5,103,FALSE
140,0,112.8,89,19.18,156.7,65,13.32,249.6,85,FALSE
70,0,104.7,112,17.8,82.2,104,6.99,169.4,110,FALSE
121,35,193.8,62,32.95,197.6,97,16.8,218.8,95,FALSE
112,0,168.6,102,28.66,298,117,25.33,194.7,110,FALSE
118,0,253.2,122,43.04,201,78,17.09,195.3,108,FALSE
66,16,174.7,92,29.7,232.1,105,19.73,305.4,98,FALSE
78,0,87,102,14.79,193.6,64,16.46,205.8,120,FALSE
129,34,204.5,79,34.77,132.8,113,11.29,190.1,117,FALSE
6,0,226.5,93,38.51,152.1,122,12.93,164.4,98,FALSE
107,0,234.1,91,39.8,163.1,105,13.86,282.5,100,FALSE
107,0,133.3,106,22.66,182.9,89,15.55,241.1,123,TRUE
138,0,133.9,87,22.76,166.4,110,14.14,193.5,139,FALSE
103,0,160.2,104,27.23,138.9,70,11.81,312.5,97,FALSE
116,44,230.6,94,39.2,224.1,103,19.05,244,76,FALSE
189,0,227.4,84,38.66,176,81,14.96,206.1,120,FALSE
161,0,72.8,120,12.38,267.1,120,22.7,222.5,91,FALSE
1,0,196.1,107,33.34,296.5,82,25.2,211.5,91,FALSE
89,0,197.1,110,33.51,165.9,115,14.1,227.3,106,FALSE
64,0,219.6,126,37.33,303.3,100,25.78,154.5,65,FALSE
126,30,153.4,90,26.08,151.4,97,12.87,153.8,97,TRUE
129,0,216,85,36.72,186.9,114,15.89,210.7,109,FALSE
128,32,222.9,136,37.89,262,80,22.27,191.4,101,FALSE
81,36,115.9,120,19.7,236.6,95,20.11,255,90,FALSE
114,0,189.8,101,32.27,147.7,80,12.55,172.7,121,FALSE
50,0,154.7,102,26.3,298,108,25.33,210.2,95,FALSE
86,0,136.4,104,23.19,202.5,110,17.21,230.7,86,FALSE
96,0,170.5,86,28.99,277.5,88,23.59,162.5,117,FALSE
72,0,272.4,88,46.31,107.9,125,9.17,185.5,81,FALSE
64,40,210,116,35.7,232.7,89,19.78,168.8,94,FALSE
57,17,236.5,94,40.21,163.1,94,13.86,236.7,117,FALSE
65,0,153.9,117,26.16,220.1,122,18.71,280.5,147,FALSE
163,0,223,120,37.91,227,98,19.3,188.3,125,FALSE
136,0,252.4,74,42.91,167.9,81,14.27,248.3,110,FALSE
116,0,197.9,84,33.64,168.1,113,14.29,239.8,145,FALSE
93,0,152.4,74,25.91,274.6,88,23.34,252.2,120,FALSE
142,40,237.4,105,40.36,175.9,93,14.95,210.3,110,FALSE
92,0,265.6,82,45.15,180.7,75,15.36,211.1,113,FALSE
70,0,197.3,91,33.54,305.8,81,25.99,171,105,FALSE
22,14,199.1,100,33.85,221.8,103,18.85,65.7,91,FALSE
37,0,233.7,114,39.73,207.9,109,17.67,212.7,101,FALSE
51,0,183.1,99,31.13,160.1,107,13.61,311.8,121,FALSE
174,0,139.4,96,23.7,143.4,108,12.19,225.2,107,FALSE
68,0,213.9,112,36.36,260.5,100,22.14,233.8,97,TRUE
130,0,207.1,70,35.21,200.1,115,17.01,194.2,100,FALSE
104,0,139.7,78,23.75,202.6,119,17.22,203.6,102,FALSE
134,0,177.2,91,30.12,228.7,105,19.44,194.3,113,FALSE
108,35,169.8,136,28.87,173.7,101,14.76,214.6,105,FALSE
103,0,173.5,83,29.5,244.3,65,20.77,221.6,66,FALSE
62,0,159.9,100,27.18,172.2,99,14.64,263.2,109,FALSE
162,0,115.1,89,19.57,196.8,111,16.73,212.4,98,FALSE
93,19,136.8,113,23.26,179.5,105,15.26,71.1,95,FALSE
42,0,92.2,108,15.67,211.2,120,17.95,129.1,73,FALSE
155,23,243.9,112,41.46,133,106,11.31,213.7,123,FALSE
36,0,117.1,94,19.91,235.4,117,20.01,221.3,108,FALSE
143,0,223.3,99,37.96,167.1,128,14.2,203,84,TRUE
197,0,154.8,111,26.32,171.5,102,14.58,227.3,86,FALSE
81,0,261.4,141,44.44,215.7,102,18.33,271.8,96,TRUE
138,0,46.5,104,7.91,186,114,15.81,167.5,95,TRUE
103,18,149.9,84,25.48,170.9,84,14.53,171.5,112,TRUE
127,0,242.2,102,41.17,226.1,80,19.22,252,96,TRUE
136,0,259.4,99,44.1,172.7,125,14.68,293.7,78,TRUE
99,0,222.4,102,37.81,185.8,89,15.79,237.7,81,FALSE
95,0,69.4,79,11.8,190.8,109,16.22,219.9,102,FALSE
118,21,156.5,122,26.61,209.2,125,17.78,158.7,81,TRUE
113,0,61.2,111,10.4,92.3,88,7.85,197.4,114,TRUE
128,0,245.2,112,41.68,101.5,101,8.63,152.3,116,FALSE
117,0,102.3,100,17.39,135.2,104,11.49,199.7,93,FALSE
48,36,230.9,92,39.25,167.6,121,14.25,270,87,FALSE
81,0,227.4,105,38.66,211.5,120,17.98,258.2,113,FALSE
57,0,192.8,68,32.78,158,86,13.43,235.5,105,FALSE
140,0,162.6,98,27.64,206.2,109,17.53,141.6,66,FALSE
107,38,219.4,92,37.3,180.5,73,15.34,104.1,91,FALSE
56,0,137.2,111,23.32,165.9,119,14.1,182.3,72,FALSE
159,0,87.7,103,14.91,278.2,97,23.65,170.6,93,FALSE
102,0,271.1,80,46.09,172,133,14.62,169.2,105,FALSE
107,0,103.4,94,17.58,189.3,125,16.09,227.2,125,FALSE
106,0,52.2,106,8.87,220.1,113,18.71,112.3,95,FALSE
225,0,165.4,106,28.12,273.7,109,23.26,210,93,TRUE
75,0,147.5,110,25.08,191.7,97,16.29,135,68,FALSE
86,0,217.8,93,37.03,214.7,95,18.25,228.7,70,FALSE
169,0,235.7,79,40.07,136.9,85,11.64,220.9,97,FALSE
122,22,204.5,92,34.77,139.6,121,11.87,205,103,FALSE
106,0,178.4,143,30.33,247,123,21,259.9,105,FALSE
52,32,130.1,68,22.12,247.2,77,21.01,289.4,87,FALSE
79,34,103.7,100,17.63,236.3,78,20.09,256.6,102,FALSE
135,0,239.9,91,40.78,177.1,104,15.05,217.2,118,FALSE
70,0,148.4,110,25.23,267.1,90,22.7,151.5,101,FALSE
80,0,148.6,106,25.26,210.8,65,17.92,203.7,86,FALSE
37,0,191.1,69,32.49,129.2,113,10.98,207.5,117,FALSE
161,39,218.5,76,37.15,112.7,94,9.58,205.1,121,FALSE
137,0,97.5,95,16.58,195.8,82,16.64,288.8,78,FALSE
123,0,128.7,126,21.88,117.6,94,10,198.4,132,FALSE
80,38,236.6,69,40.22,197.5,68,16.79,209.5,102,FALSE
94,0,85.9,113,14.6,226.7,91,19.27,279.6,110,FALSE
105,27,141.2,96,24,167.7,94,14.25,274.4,101,FALSE
73,31,194.4,104,33.05,176,84,14.96,230.1,110,FALSE
112,0,167.6,100,28.49,154.5,90,13.13,281.4,107,FALSE
179,0,234.5,134,39.87,164.2,94,13.96,191.4,72,FALSE
57,0,154.2,78,26.21,196.7,85,16.72,253.5,97,FALSE
127,14,143.2,99,24.34,169.9,91,14.44,221.6,77,FALSE
122,40,216.4,80,36.79,249.7,90,21.22,185.9,99,FALSE
33,35,161.9,85,27.52,151.2,82,12.85,191,131,FALSE
94,0,118.7,90,20.18,205.1,57,17.43,172.2,100,FALSE
100,0,179.1,123,30.45,196.6,132,16.71,186.7,116,FALSE
106,0,147.9,97,25.14,209.3,99,17.79,162.1,80,FALSE
148,38,209.2,110,35.56,116.6,73,9.91,109.6,105,FALSE
120,29,244.3,140,41.53,322.3,89,27.4,166.8,83,FALSE
91,34,175.3,96,29.8,262.3,122,22.3,143.9,76,FALSE
86,0,150.5,92,25.59,120.3,95,10.23,271.2,96,FALSE
78,25,197.4,73,33.56,295.7,113,25.13,211.7,73,FALSE
94,0,163.5,136,27.8,143.7,111,12.21,253.4,82,FALSE
85,0,236.9,93,40.27,197.7,113,16.8,309.1,78,TRUE
89,0,82.3,77,13.99,167.2,80,14.21,194.7,70,FALSE
128,0,216,111,36.72,153.7,115,13.06,227,74,FALSE
115,0,180,119,30.6,198.8,126,16.9,217.1,70,FALSE
76,0,143.7,55,24.43,173.1,108,14.71,239.1,95,FALSE
75,39,198.2,107,33.69,280.4,132,23.83,129.6,73,FALSE
90,29,185.6,106,31.55,219.7,113,18.67,152.1,120,FALSE
30,0,137.6,108,23.39,162,80,13.77,187.7,126,FALSE
105,0,273.9,119,46.56,278.6,103,23.68,255.3,90,TRUE
102,31,125.3,92,21.3,141.2,108,12,168.2,68,FALSE
83,0,178.8,102,30.4,167.9,84,14.27,178.9,65,FALSE
63,49,214.9,86,36.53,198.2,89,16.85,170.8,139,FALSE
155,0,163,93,27.71,203.9,102,17.33,159,109,FALSE
82,29,163.8,77,27.85,134.9,112,11.47,79.3,95,FALSE
87,0,189.5,113,32.22,204.9,100,17.42,221.7,93,FALSE
115,26,155.2,110,26.38,230.9,133,19.63,261.6,100,FALSE
99,0,242.3,102,41.19,350.9,102,29.83,163.1,93,TRUE
121,44,254.1,127,43.2,180.2,108,15.32,196.2,129,FALSE
54,33,112,90,19.04,208,112,17.68,150.3,83,FALSE
105,0,115.5,73,19.64,267.3,83,22.72,114.2,90,FALSE
73,0,137.1,102,23.31,210.8,114,17.92,191.4,120,FALSE
95,0,198.4,113,33.73,235.9,144,20.05,325.6,99,FALSE
21,19,132.7,94,22.56,204.6,101,17.39,154.7,78,FALSE
163,25,219.6,99,37.33,210.4,99,17.88,242.7,88,FALSE
57,0,169.6,96,28.83,234.7,112,19.95,285.4,83,FALSE
104,0,160.4,73,27.27,293.9,103,24.98,306.6,90,FALSE
83,20,95,89,16.15,167.9,92,14.27,200.6,79,FALSE
141,0,160.1,87,27.22,256.7,120,21.82,270,107,FALSE
95,0,194.6,114,33.08,232.8,106,19.79,173.4,92,FALSE
184,0,236.4,73,40.19,287.3,120,24.42,192,94,TRUE
74,0,157.1,95,26.71,213.1,36,18.11,280.4,77,FALSE
67,0,179.8,125,30.57,173.2,86,14.72,272.8,97,FALSE
